objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,very fast,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,very fast,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,very fast,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",true,true,none,none,false,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,max speed,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,max speed,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,max speed,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,very fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,fast,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,moderate,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",false,false,none,none,false,completed,none,low,northwest,none,none,alpha,none
